1683156907.353621, 25.40, 37.00, 6.61
1683156908.355277, 22.60, 87.00, 6.58
1683156909.3537998, 21.31, 77.00, 6.41
1683156910.3614058, 21.71, 72.00, 7.16
1683156911.368758, 29.81, 27.00, 7.79
1683156912.367184, 21.51, 21.00, 6.50
1683156913.367295, 25.60, 36.00, 6.63
1683156914.3660889, 25.93, 0.00, 6.68
1683156915.360851, 29.25, 56.00, 6.04
1683156916.362335, 25.61, 52.00, 6.33
1683156917.357537, 29.39, 100.00, 7.36
1683156918.356832, 25.27, 21.00, 6.96
1683156919.36044, 24.31, 94.00, 6.82
1683156920.358043, 20.27, 2.00, 6.04
1683156921.358704, 22.67, 93.00, 6.02
1683156922.359391, 21.24, 55.00, 6.35
1683156923.3549912, 29.30, 22.00, 6.38
1683156924.353405, 24.80, 6.00, 6.81
1683156925.348384, 24.53, 2.00, 6.65
1683156926.343824, 20.26, 33.00, 7.97
1683156927.343452, 28.32, 71.00, 7.70
1683156928.341824, 20.41, 0.00, 7.46
1683156929.3365529, 21.21, 47.00, 7.34
1683156930.335374, 28.50, 24.00, 7.67
1683156931.333556, 27.17, 2.00, 6.41
1683156932.328799, 24.30, 90.00, 6.45
1683156933.328367, 21.66, 68.00, 7.80
1683156934.335161, 23.29, 94.00, 6.71
1683156935.3422668, 27.78, 37.00, 6.73
1683156936.339513, 27.99, 57.00, 7.49
1683156937.335934, 25.16, 78.00, 6.01
1683156938.332592, 25.34, 19.00, 6.83
1683156939.3345542, 21.12, 44.00, 7.77
1683156940.333353, 26.76, 64.00, 7.80
1683156941.331168, 29.06, 97.00, 7.12
1683156942.329979, 26.24, 59.00, 6.75
1683156943.330344, 29.79, 89.00, 7.94
1683156944.3335412, 20.38, 64.00, 6.12
1683156945.329244, 20.13, 9.00, 6.05
1683156946.3257852, 26.61, 19.00, 6.28
1683156947.325015, 20.55, 71.00, 7.75
1683156948.3214889, 23.34, 31.00, 6.65
1683156949.3227289, 29.70, 66.00, 7.39
1683156950.325909, 24.16, 24.00, 6.92
1683156951.3292758, 26.06, 76.00, 6.96
1683156952.3295941, 29.97, 26.00, 6.33
1683156953.328806, 24.55, 74.00, 6.28
1683156954.3308659, 20.47, 27.00, 6.11
1683156955.334034, 21.44, 74.00, 7.02
1683156956.3350642, 27.84, 100.00, 7.20
1683156957.332196, 27.83, 49.00, 6.67
1683156958.327958, 20.62, 73.00, 7.59
1683156959.3269088, 27.56, 55.00, 7.57
1683156960.322365, 21.65, 64.00, 6.19
1683156961.32285, 29.75, 30.00, 6.04
1683156962.328196, 26.24, 65.00, 7.49
1683156963.331327, 24.19, 40.00, 7.49
1683156964.333169, 21.24, 46.00, 7.04
1683156965.334909, 20.93, 29.00, 7.87
1683156966.3389802, 29.02, 68.00, 7.42
1683156967.340914, 20.70, 49.00, 6.52
1683156968.3455648, 27.23, 30.00, 6.34
1683156969.345582, 22.29, 22.00, 6.27
1683156970.350503, 23.00, 47.00, 6.95
1683156971.3507562, 24.69, 4.00, 7.25
1683156972.353203, 21.08, 100.00, 7.54
1683156973.3554041, 20.87, 52.00, 7.39
1683156974.357552, 26.28, 32.00, 6.94
1683156975.359094, 29.47, 3.00, 6.45
1683156976.35871, 25.35, 30.00, 6.19
1683156977.359524, 25.81, 51.00, 7.89
1683156978.3543942, 29.91, 48.00, 6.31
1683156979.355884, 20.60, 14.00, 6.18
1683156980.3562932, 25.03, 72.00, 7.47
1683156981.354976, 25.28, 81.00, 6.78
1683156982.354878, 26.08, 17.00, 6.18
1683156983.3587909, 28.61, 55.00, 7.57
1683156984.361948, 24.31, 53.00, 7.88
1683156985.356949, 29.97, 97.00, 7.31
1683156986.353471, 23.23, 21.00, 7.09
1683156987.351562, 28.13, 42.00, 6.73
1683156988.3552861, 26.64, 97.00, 6.79
1683156989.350973, 26.05, 23.00, 7.68
1683156990.3487759, 21.47, 65.00, 7.08
1683156991.347987, 20.68, 33.00, 6.62
1683156992.34455, 26.44, 2.00, 7.34
1683156993.34554, 21.15, 13.00, 7.67
1683156994.34335, 26.47, 73.00, 6.98
1683156995.341352, 20.65, 2.00, 7.30
1683156996.344934, 26.85, 72.00, 6.46
1683156997.344502, 27.57, 46.00, 6.32
1683156998.3391519, 23.53, 39.00, 7.37
1683156999.338179, 20.54, 58.00, 7.00
1683157000.345241, 27.43, 53.00, 6.22
1683157001.342356, 22.93, 68.00, 7.25
1683157002.3386722, 26.17, 85.00, 7.74
1683157003.3349812, 25.38, 87.00, 7.55
1683157004.332573, 26.92, 67.00, 6.82
1683157005.334686, 24.04, 83.00, 6.28
1683157006.3295932, 21.57, 13.00, 6.45
1683157007.326988, 22.12, 28.00, 6.93
1683157008.332799, 23.77, 73.00, 7.03
1683157009.333131, 26.67, 43.00, 7.16
1683157010.340248, 24.77, 87.00, 7.94
1683157011.33644, 23.16, 70.00, 6.21
1683157012.3430898, 24.89, 16.00, 7.74
1683157013.338916, 23.08, 28.00, 7.98
1683157014.343743, 20.42, 71.00, 6.42
1683157015.352053, 27.71, 17.00, 6.60
1683157016.348816, 29.40, 32.00, 7.89
1683157017.349555, 26.26, 74.00, 6.35
1683157018.3459468, 25.54, 71.00, 7.57
1683157019.341818, 25.03, 100.00, 7.43
1683157020.3420732, 26.38, 11.00, 7.13
1683157021.341057, 27.60, 48.00, 6.27
1683157022.3368251, 27.13, 10.00, 7.96
1683157023.336616, 21.70, 9.00, 6.09
1683157024.333002, 28.41, 47.00, 7.79
1683157025.328327, 25.84, 12.00, 7.08
1683157026.326446, 23.50, 24.00, 7.22
1683157027.322742, 24.34, 76.00, 6.87
1683157028.3227751, 22.65, 25.00, 7.01
1683157029.3251572, 27.57, 52.00, 7.76
1683157030.323509, 28.97, 83.00, 6.93
1683157031.318166, 29.51, 47.00, 6.77
1683157032.325344, 21.43, 24.00, 6.93
1683157033.319964, 20.02, 11.00, 7.62
1683157034.3172421, 22.77, 74.00, 6.43
1683157035.315686, 28.03, 58.00, 6.45
1683157036.315951, 21.05, 92.00, 7.30
1683157037.311868, 23.63, 23.00, 7.46
1683157038.3121018, 28.94, 42.00, 6.87
1683157039.310416, 22.30, 16.00, 6.10
1683157040.311011, 26.97, 89.00, 6.58
1683157041.310157, 22.35, 24.00, 6.03
1683157042.307755, 28.66, 82.00, 7.66
1683157043.303087, 23.32, 77.00, 7.90
1683157044.300973, 25.74, 69.00, 7.61
1683157045.2983968, 27.32, 50.00, 7.74
1683157046.306122, 23.00, 78.00, 7.21
1683157047.301175, 26.26, 91.00, 6.97
1683157048.2979488, 25.45, 1.00, 7.50
1683157049.305344, 21.28, 100.00, 7.08
1683157050.303401, 24.94, 39.00, 6.40
1683157051.2985868, 22.70, 39.00, 6.44
1683157052.301513, 23.75, 58.00, 7.64
1683157053.304489, 24.53, 52.00, 7.18
1683157054.2620852, 20.47, 25.00, 6.81
1683157054.309708, 29.06, 86.00, 7.96
1683157055.257129, 27.14, 61.00, 6.62
1683157055.3101618, 24.76, 34.00, 6.26
1683157056.2619982, 28.67, 29.00, 6.68
1683157056.314867, 23.83, 13.00, 6.20
1683157057.265219, 27.78, 19.00, 6.23
1683157057.317663, 25.32, 90.00, 6.42
1683157058.268464, 20.64, 79.00, 7.16
1683157058.3155258, 23.97, 26.00, 7.87
1683157059.271632, 24.49, 83.00, 7.14
1683157059.310884, 27.61, 70.00, 7.69
1683157060.271394, 25.65, 97.00, 6.39
1683157060.3173099, 20.42, 38.00, 7.19
1683157061.2668002, 28.47, 32.00, 6.61
1683157061.31901, 20.87, 55.00, 7.04
1683157062.268529, 21.79, 1.00, 7.41
1683157062.321511, 24.34, 25.00, 7.71
1683157063.273676, 27.43, 70.00, 6.52
1683157063.325887, 20.39, 73.00, 6.36
1683157064.275601, 29.49, 64.00, 6.80
1683157064.328345, 24.66, 65.00, 7.46
1683157065.277411, 29.33, 67.00, 6.33
1683157065.3297122, 23.67, 11.00, 7.20
1683157066.279534, 28.59, 78.00, 7.70
1683157066.332062, 28.51, 12.00, 7.62
1683157067.277518, 21.28, 98.00, 7.98
1683157067.33025, 25.09, 66.00, 6.04
1683157068.277459, 26.87, 16.00, 6.41
1683157068.329757, 25.66, 84.00, 6.63
1683157069.279747, 20.30, 99.00, 7.05
1683157069.330147, 28.89, 43.00, 6.62
1683157070.274824, 26.80, 64.00, 6.49
1683157070.3278568, 26.05, 20.00, 6.77
1683157071.276911, 26.99, 51.00, 7.64
1683157071.323186, 25.42, 24.00, 7.82
1683157072.282345, 27.20, 56.00, 6.62
1683157072.321814, 22.44, 58.00, 6.94
1683157073.280121, 26.83, 92.00, 6.44
1683157073.319712, 20.82, 21.00, 7.47
1683157074.282443, 22.43, 95.00, 7.80
1683157074.321158, 24.72, 59.00, 6.02
1683157075.288152, 24.07, 89.00, 7.08
1683157075.327504, 23.34, 18.00, 7.30
1683157076.2896929, 26.50, 69.00, 6.67
1683157076.329505, 25.39, 30.00, 6.69
1683157077.295081, 21.87, 56.00, 7.34
1683157077.334626, 26.46, 2.00, 6.77
1683157078.29558, 20.03, 52.00, 6.48
1683157078.334442, 23.14, 95.00, 7.20
1683157079.2936902, 24.36, 49.00, 6.04
1683157079.3396292, 25.32, 2.00, 7.95
1683157080.29341, 20.11, 92.00, 7.89
1683157080.332553, 25.47, 84.00, 7.54
1683157081.294552, 23.47, 16.00, 6.92
1683157081.341171, 21.48, 27.00, 6.88
1683157082.298825, 27.21, 31.00, 7.08
1683157082.337753, 26.43, 50.00, 6.45
1683157083.294424, 23.89, 23.00, 6.53
1683157083.333885, 28.88, 80.00, 7.94
1683157084.297971, 26.20, 77.00, 7.56
1683157084.331319, 27.97, 66.00, 6.35
1683157085.2944388, 28.78, 6.00, 6.55
1683157085.328392, 20.09, 21.00, 7.63
1683157086.301047, 29.34, 98.00, 6.32
1683157086.326765, 24.74, 9.00, 7.55
1683157087.3005812, 28.09, 94.00, 6.30
1683157087.326733, 20.27, 13.00, 6.03
1683157088.301108, 28.91, 6.00, 6.96
1683157088.327008, 26.60, 55.00, 7.10
1683157089.304139, 27.77, 39.00, 6.87
1683157089.3306408, 24.66, 98.00, 6.31
1683157090.305404, 20.07, 17.00, 6.33
1683157090.331685, 25.20, 91.00, 7.40
1683157091.3076649, 21.14, 18.00, 7.35
1683157091.329895, 28.02, 90.00, 6.52
1683157092.311278, 25.16, 4.00, 7.25
1683157092.331899, 22.41, 10.00, 6.08
1683157093.317445, 22.46, 22.00, 6.82
1683157093.3262029, 26.41, 10.00, 7.87
1683157094.322196, 21.93, 18.00, 7.28
1683157094.3247411, 27.36, 61.00, 6.13
1683157095.326786, 25.40, 60.00, 6.98
1683157095.3291352, 22.62, 76.00, 7.45
1683157096.323817, 25.97, 11.00, 6.90
1683157096.326334, 25.82, 15.00, 6.63
1683157097.3211908, 25.29, 94.00, 7.67
1683157097.32242, 23.99, 89.00, 6.23
1683157098.329142, 29.01, 21.00, 6.68
1683157098.3317351, 24.87, 65.00, 7.48
1683157099.323714, 21.79, 6.00, 7.40
1683157099.325662, 29.21, 96.00, 7.76
1683157100.3318799, 21.74, 27.00, 6.98
1683157100.33439, 22.52, 63.00, 7.47
1683157101.329844, 22.73, 45.00, 6.39
1683157101.332277, 28.12, 16.00, 6.97
1683157102.337374, 28.76, 5.00, 6.28
1683157102.3398678, 23.23, 24.00, 6.36
1683157103.342943, 20.60, 64.00, 7.13
1683157103.3446112, 25.49, 74.00, 7.53
1683157104.349605, 20.71, 83.00, 6.05
1683157104.3524108, 21.40, 68.00, 7.75
1683157105.346433, 26.94, 86.00, 7.29
1683157105.348864, 23.24, 56.00, 6.96
1683157106.3442051, 23.14, 14.00, 6.43
1683157106.346713, 21.76, 73.00, 7.23
1683157107.339871, 27.45, 63.00, 7.73
1683157107.34244, 22.36, 60.00, 7.22
1683157108.3380249, 27.20, 16.00, 6.11
1683157108.340464, 25.57, 93.00, 7.52
1683157109.338071, 28.27, 30.00, 6.85
1683157109.34052, 26.46, 16.00, 7.43
1683157110.336567, 21.51, 69.00, 7.11
1683157110.3390589, 21.58, 31.00, 7.62
1683157111.341996, 23.73, 60.00, 6.79
1683157111.3444831, 23.86, 51.00, 6.45
1683157112.3386781, 27.45, 94.00, 7.56
1683157112.341099, 23.51, 33.00, 6.26
1683157113.342527, 22.38, 73.00, 6.62
1683157113.344161, 27.41, 63.00, 6.34
1683157114.3463628, 20.67, 10.00, 6.51
1683157114.3489091, 20.49, 75.00, 7.98
1683157115.350222, 26.90, 54.00, 6.55
1683157115.352907, 25.08, 5.00, 7.68
1683157116.3490748, 29.28, 70.00, 6.67
1683157116.3509781, 28.82, 17.00, 6.82
1683157117.355745, 27.26, 48.00, 7.33
1683157117.358253, 24.64, 26.00, 7.47
1683157118.351698, 25.77, 24.00, 6.17
1683157118.354263, 20.27, 19.00, 7.31
1683157119.353188, 23.17, 78.00, 6.59
1683157119.355732, 23.68, 31.00, 6.96
1683157120.357295, 24.49, 94.00, 7.34
1683157120.3593369, 24.45, 18.00, 6.84
1683157121.361214, 29.08, 40.00, 6.90
1683157121.363701, 25.52, 73.00, 7.76
1683157122.3684108, 28.92, 16.00, 6.07
1683157122.3709161, 24.74, 76.00, 6.28
1683157123.364821, 26.68, 40.00, 6.13
1683157123.367305, 24.78, 12.00, 6.97
1683157124.3705971, 29.29, 38.00, 7.03
1683157124.373133, 21.17, 18.00, 7.43
1683157125.375509, 21.63, 88.00, 7.95
1683157125.377995, 27.49, 39.00, 6.16
1683157126.38269, 25.28, 60.00, 6.28
1683157126.385209, 27.80, 90.00, 7.62
1683157127.390121, 26.55, 9.00, 7.43
1683157127.392629, 24.58, 72.00, 6.37
1683157128.384484, 29.92, 36.00, 6.39
1683157128.3876102, 29.39, 10.00, 6.89
1683157129.3849049, 29.55, 70.00, 6.44
1683157129.3876579, 29.91, 95.00, 7.24
1683157130.383832, 28.26, 31.00, 7.61
1683157130.385267, 25.28, 42.00, 6.72
1683157131.382726, 28.16, 61.00, 6.45
1683157131.385369, 21.55, 6.00, 7.58
1683157132.3798232, 21.69, 29.00, 7.01
1683157132.3810308, 23.71, 7.00, 7.58
1683157133.379112, 29.75, 12.00, 6.98
1683157133.381781, 27.90, 87.00, 7.14
1683157134.382515, 26.28, 67.00, 7.69
1683157134.385064, 27.75, 96.00, 6.50
1683157135.3772001, 23.17, 11.00, 6.12
1683157135.379582, 22.72, 46.00, 7.00
1683157136.3847091, 28.86, 32.00, 6.40
1683157136.3872771, 20.13, 15.00, 6.36
1683157137.390555, 21.54, 91.00, 6.74
1683157137.39319, 21.87, 20.00, 7.95
1683157138.395765, 21.29, 1.00, 6.22
1683157138.398355, 25.82, 100.00, 7.91
1683157139.390798, 29.03, 48.00, 6.27
1683157139.392116, 23.88, 10.00, 7.84
1683157140.396332, 24.57, 70.00, 7.92
1683157140.398968, 23.28, 32.00, 6.62
1683157141.401619, 24.42, 30.00, 6.50
1683157141.404106, 23.98, 83.00, 6.33
1683157142.3972108, 29.31, 0.00, 7.02
1683157142.399924, 28.70, 93.00, 6.13
1683157143.404171, 25.56, 83.00, 6.11
1683157143.406432, 28.89, 11.00, 6.90
1683157144.398293, 25.43, 30.00, 7.64
1683157144.400713, 28.67, 14.00, 6.17
1683157145.403425, 23.45, 25.00, 6.53
1683157145.405865, 25.53, 78.00, 6.32
1683157146.399721, 29.97, 2.00, 7.41
1683157146.402108, 26.34, 66.00, 6.45
1683157147.406699, 27.55, 53.00, 6.68
1683157147.408951, 27.73, 99.00, 6.08
1683157148.412577, 29.52, 56.00, 7.98
1683157148.414149, 21.56, 40.00, 7.18
1683157149.415829, 27.22, 18.00, 6.09
1683157149.4176729, 20.58, 21.00, 7.30
1683157150.4191418, 29.00, 65.00, 6.97
1683157150.421466, 29.91, 49.00, 7.36
1683157151.415429, 24.71, 53.00, 7.97
1683157151.418099, 21.33, 70.00, 7.04
1683157152.413901, 27.54, 67.00, 6.50
1683157152.415759, 20.02, 15.00, 6.78
1683157153.418659, 22.32, 45.00, 6.83
1683157153.4209101, 28.57, 80.00, 7.68
1683157154.42551, 24.65, 44.00, 6.85
1683157154.427999, 23.75, 29.00, 7.54
1683157155.423284, 21.65, 1.00, 6.55
1683157155.424083, 28.75, 3.00, 7.33
1683157156.4221802, 26.57, 49.00, 7.42
1683157156.423254, 26.05, 23.00, 6.73
1683157157.4192169, 29.96, 19.00, 6.44
1683157157.42111, 29.87, 96.00, 7.36
1683157158.415472, 26.83, 86.00, 6.69
1683157158.41671, 22.59, 71.00, 7.04
1683157159.414749, 24.05, 91.00, 7.61
1683157159.415798, 22.09, 57.00, 6.68
1683157160.414939, 25.89, 10.00, 6.24
1683157160.415541, 25.66, 8.00, 6.55
1683157161.418229, 21.31, 97.00, 7.22
1683157161.420655, 25.97, 67.00, 6.31
1683157162.425819, 26.06, 85.00, 6.30
1683157162.4280791, 26.40, 62.00, 6.92
1683157163.420536, 24.23, 34.00, 6.84
1683157163.4230158, 22.37, 89.00, 7.83
1683157164.416925, 23.61, 19.00, 7.84
1683157164.419469, 24.68, 16.00, 6.46
1683157165.421118, 22.79, 21.00, 7.29
1683157165.4223711, 23.43, 16.00, 7.65
1683157166.417258, 20.67, 66.00, 6.12
1683157166.41967, 20.39, 11.00, 6.00
1683157167.4149902, 26.70, 47.00, 7.47
1683157167.4173, 20.51, 9.00, 7.98
1683157168.419997, 26.34, 49.00, 7.13
1683157168.422598, 28.56, 48.00, 7.68
1683157169.425382, 29.41, 20.00, 6.96
1683157169.426071, 25.95, 28.00, 7.84
1683157170.425664, 23.03, 4.00, 6.98
1683157170.4280179, 24.83, 38.00, 6.28
1683157171.42242, 22.66, 45.00, 7.63
1683157171.424824, 23.11, 67.00, 7.63
1683157172.4178271, 27.45, 66.00, 6.42
1683157172.420403, 21.14, 90.00, 6.51
1683157173.422421, 29.90, 99.00, 6.81
1683157173.424792, 25.79, 23.00, 6.24
1683157174.417742, 23.31, 60.00, 7.25
1683157174.420235, 23.25, 34.00, 7.45
1683157175.4246662, 26.08, 50.00, 7.24
1683157175.427262, 27.38, 39.00, 7.32
1683157176.421216, 24.30, 60.00, 6.08
1683157176.423573, 20.94, 87.00, 6.36
1683157177.4179919, 22.53, 16.00, 6.12
1683157177.4203362, 26.24, 23.00, 7.83
1683157178.428298, 21.58, 37.00, 7.74
1683157178.42994, 27.61, 46.00, 6.33
1683157179.426781, 23.27, 3.00, 7.29
1683157179.428608, 22.85, 0.00, 7.74
1683157180.422306, 20.57, 67.00, 6.27
1683157180.424662, 20.63, 16.00, 6.95
1683157181.421879, 29.75, 99.00, 7.08
1683157181.423303, 28.11, 98.00, 6.38
1683157182.429745, 21.00, 72.00, 7.79
1683157182.432288, 22.00, 51.00, 7.33
1683157183.4243462, 21.19, 56.00, 6.42
1683157183.426892, 23.10, 60.00, 6.46
1683157184.4279108, 24.48, 95.00, 7.08
1683157184.429548, 22.61, 9.00, 7.47
1683157185.4253829, 26.01, 1.00, 7.86
1683157185.427789, 23.09, 30.00, 6.41
1683157186.41997, 21.99, 34.00, 7.06
1683157186.422676, 22.06, 92.00, 6.40
1683157187.417571, 28.47, 53.00, 7.26
1683157187.420049, 27.63, 32.00, 7.97
1683157188.41914, 22.65, 13.00, 7.84
1683157188.420576, 24.57, 3.00, 6.51
1683157189.423959, 22.18, 100.00, 7.32
1683157189.426254, 20.11, 85.00, 6.16
1683157190.430235, 23.03, 68.00, 6.22
1683157190.432756, 29.45, 89.00, 6.95
1683157191.4261498, 21.66, 86.00, 6.42
1683157191.4285781, 23.97, 28.00, 7.69
1683157192.421077, 26.12, 30.00, 6.17
1683157192.423738, 21.60, 38.00, 7.80
1683157193.417774, 25.81, 41.00, 7.62
1683157193.4201589, 28.54, 99.00, 6.90
1683157194.413482, 22.60, 4.00, 6.87
1683157194.415901, 29.84, 91.00, 6.24
1683157195.414879, 26.75, 87.00, 7.51
1683157195.417234, 22.45, 80.00, 7.06
1683157196.413131, 28.44, 31.00, 7.17
1683157196.415623, 24.69, 68.00, 7.69
1683157197.4168372, 27.21, 4.00, 6.89
1683157197.418275, 21.87, 99.00, 6.17
1683157198.4168699, 28.63, 92.00, 6.98
1683157198.418666, 27.28, 28.00, 6.74
1683157199.41394, 26.15, 51.00, 6.82
1683157199.415303, 21.77, 35.00, 7.28
1683157200.415085, 24.76, 46.00, 6.31
1683157200.416976, 24.47, 23.00, 7.09
1683157201.412469, 26.53, 40.00, 6.96
1683157201.414515, 28.69, 10.00, 7.64
1683157202.4108381, 26.61, 8.00, 7.30
1683157202.412656, 20.94, 19.00, 7.75
1683157203.4081652, 29.98, 11.00, 7.47
1683157203.4097972, 27.12, 24.00, 7.56
1683157204.415387, 27.98, 92.00, 6.28
1683157204.417282, 21.79, 92.00, 6.49
1683157205.4207208, 28.92, 82.00, 7.32
1683157205.4225972, 24.63, 31.00, 7.23
1683157206.426216, 20.72, 47.00, 7.82
1683157206.4279811, 23.31, 32.00, 6.74
1683157207.4261692, 20.81, 4.00, 6.79
1683157207.427708, 25.45, 16.00, 6.07
1683157208.4231648, 22.46, 79.00, 7.26
1683157208.425022, 20.77, 17.00, 6.55
1683157209.4259598, 27.78, 54.00, 6.75
1683157209.4276311, 24.77, 96.00, 6.91
1683157210.421142, 27.49, 88.00, 7.51
1683157210.422986, 26.31, 56.00, 7.82
1683157211.4191842, 25.80, 76.00, 7.62
1683157211.420992, 21.33, 79.00, 6.91
1683157212.4141681, 23.98, 18.00, 7.52
1683157212.415936, 20.09, 92.00, 7.52
1683157213.412023, 25.87, 42.00, 6.59
1683157213.41329, 24.64, 22.00, 6.46
1683157214.41103, 23.14, 87.00, 6.08
1683157214.4125462, 29.18, 42.00, 6.34
1683157215.408014, 26.06, 97.00, 7.50
1683157215.4099169, 23.98, 13.00, 7.14
1683157216.4034638, 26.06, 19.00, 6.29
1683157216.4052742, 20.37, 1.00, 6.79
1683157217.4107451, 23.15, 68.00, 6.69
1683157217.41278, 27.20, 91.00, 6.58
